Logistics ID,Order ID,Carrier,Tracking Number,Status,Shipping Cost,Estimated Delivery,Cost_Category,Distance_Miles
LOG58371,SO201480022,TNT,TRACK583139,Delayed,2170.26,2022-04-16,Medium Cost ($1K-$3K),735
LOG34247,SO200658726,TNT,TRACK401753,Delayed,1842.96,2024-05-12,Medium Cost ($1K-$3K),735
LOG72194,SO200097223,USPS,TRACK346611,Delayed,2301.43,2025-11-19,Medium Cost ($1K-$3K),735
LOG98763,SO201543930,USPS,TRACK873430,Delivered,3749.11,2020-07-17,High Cost ($3K-$6K),1070
LOG32676,SO202466769,FedEx,TRACK612124,Delayed,4181.03,2020-07-12,High Cost ($3K-$6K),1070
LOG33827,SO201525309,UPS,TRACK560954,In Transit,231.48,2024-08-25,Low Cost (<$1K),152
LOG31355,SO200447419,FedEx,TRACK298085,In Transit,4613.25,2022-12-25,High Cost ($3K-$6K),1070
LOG78553,SO202270311,DHL,TRACK401385,Delayed,4752.41,2023-10-20,High Cost ($3K-$6K),1070
LOG57849,SO201269200,TNT,TRACK734458,Delivered,2384.57,2023-03-22,Medium Cost ($1K-$3K),735
LOG27308,SO202345203,SF Express,TRACK612519,In Transit,1329.75,2021-08-11,Medium Cost ($1K-$3K),735
LOG98655,SO201287761,SF Express,TRACK191489,Delayed,4705.5,2021-10-17,High Cost ($3K-$6K),1070
LOG53885,SO200184866,DHL,TRACK852945,In Transit,1410.39,2021-04-22,Medium Cost ($1K-$3K),735
LOG46620,SO201467300,FedEx,TRACK481650,Delayed,2302.56,2023-06-03,Medium Cost ($1K-$3K),735
LOG62715,SO200478197,TNT,TRACK876813,Delivered,2580.3,2020-04-03,Medium Cost ($1K-$3K),735
LOG78199,SO201373052,FedEx,TRACK832645,Delivered,738.6,2023-09-20,Low Cost (<$1K),152
LOG10342,SO201633428,DHL,TRACK126145,Delivered,3235.27,2025-02-04,High Cost ($3K-$6K),1070
LOG69558,SO201375683,DHL,TRACK142873,Delivered,2877.25,2023-12-25,Medium Cost ($1K-$3K),735
LOG38145,SO202447007,SF Express,TRACK683667,In Transit,2871.24,2021-01-26,Medium Cost ($1K-$3K),735
LOG63430,SO200948165,DHL,TRACK359759,Delivered,2751.64,2023-02-21,Medium Cost ($1K-$3K),735
LOG34139,SO201155047,USPS,TRACK958629,Delivered,3402.77,2025-05-26,High Cost ($3K-$6K),1070
LOG81973,SO200499870,SF Express,TRACK684006,Delivered,3608.95,2025-04-10,High Cost ($3K-$6K),1070
LOG60445,SO202275358,DHL,TRACK342541,Delivered,2037.51,2025-11-15,Medium Cost ($1K-$3K),735
LOG71859,SO201869237,TNT,TRACK161611,Delayed,4651.14,2025-02-23,High Cost ($3K-$6K),1070
LOG73611,SO202297901,USPS,TRACK682732,Delayed,4021.87,2025-07-19,High Cost ($3K-$6K),1070
LOG95439,SO201257196,USPS,TRACK520154,Delivered,1543.97,2021-12-08,Medium Cost ($1K-$3K),735
LOG13638,SO201652378,USPS,TRACK714919,Delayed,2604.63,2023-07-26,Medium Cost ($1K-$3K),735
LOG43463,SO202338161,TNT,TRACK734646,Delivered,4974.79,2023-02-24,High Cost ($3K-$6K),1070
LOG24122,SO202569042,TNT,TRACK911430,Delivered,4330.62,2024-03-04,High Cost ($3K-$6K),1070
LOG34171,SO201594022,FedEx,TRACK671512,In Transit,1712.49,2020-07-02,Medium Cost ($1K-$3K),735
LOG15961,SO201254351,UPS,TRACK765311,In Transit,4351.69,2021-06-07,High Cost ($3K-$6K),1070
LOG49433,SO201078325,DHL,TRACK182157,Delivered,1295.43,2021-07-08,Medium Cost ($1K-$3K),735
LOG56216,SO202199173,SF Express,TRACK900369,Delivered,4062.1,2020-01-21,High Cost ($3K-$6K),1070
LOG55610,SO202543952,UPS,TRACK697993,In Transit,4153.38,2022-07-17,High Cost ($3K-$6K),1070
LOG17922,SO200492985,TNT,TRACK244708,Delayed,3318.74,2023-04-18,High Cost ($3K-$6K),1070
LOG32959,SO201817002,TNT,TRACK479163,In Transit,4113.66,2025-01-01,High Cost ($3K-$6K),1070
LOG26212,SO200122651,FedEx,TRACK849359,Delivered,3758.79,2024-07-27,High Cost ($3K-$6K),1070
LOG42536,SO200781241,DHL,TRACK950695,In Transit,3539.78,2023-02-02,High Cost ($3K-$6K),1070
LOG14316,SO201667997,TNT,TRACK387356,Delayed,695.17,2023-06-07,Low Cost (<$1K),152
LOG56203,SO201655391,TNT,TRACK329225,In Transit,3246.71,2022-10-22,High Cost ($3K-$6K),1070
LOG76296,SO201784550,UPS,TRACK987026,Delivered,3658.31,2024-06-24,High Cost ($3K-$6K),1070
LOG98095,SO202031428,SF Express,TRACK157474,Delivered,2369.24,2020-07-15,Medium Cost ($1K-$3K),735
LOG49278,SO201094002,TNT,TRACK243366,In Transit,2058.67,2024-06-25,Medium Cost ($1K-$3K),735
LOG31807,SO202517424,SF Express,TRACK816321,Delayed,1811.27,2022-07-26,Medium Cost ($1K-$3K),735
LOG56546,SO200423802,USPS,TRACK662441,Delivered,2088.82,2020-11-24,Medium Cost ($1K-$3K),735
LOG51435,SO201263324,SF Express,TRACK251020,Delivered,4821.56,2022-04-22,High Cost ($3K-$6K),1070
LOG77000,SO202027732,SF Express,TRACK378460,In Transit,332.62,2021-12-18,Low Cost (<$1K),152
LOG44891,SO201257190,FedEx,TRACK730731,Delivered,2533.73,2022-01-25,Medium Cost ($1K-$3K),735
LOG37918,SO200882985,TNT,TRACK118087,In Transit,3247.21,2021-03-22,High Cost ($3K-$6K),1070
LOG72204,SO200943468,FedEx,TRACK617112,In Transit,234.3,2025-04-10,Low Cost (<$1K),152
LOG27684,SO201680767,FedEx,TRACK540606,In Transit,3644.07,2023-02-01,High Cost ($3K-$6K),1070
LOG58338,SO201715126,TNT,TRACK317584,In Transit,2657.42,2020-06-13,Medium Cost ($1K-$3K),735
LOG38016,SO200872219,USPS,TRACK598796,Delayed,2707.41,2025-07-15,Medium Cost ($1K-$3K),735
LOG29306,SO201513257,FedEx,TRACK115638,Delivered,3040.59,2021-04-10,High Cost ($3K-$6K),1070
LOG84813,SO201678378,TNT,TRACK296149,In Transit,3119.06,2025-04-06,High Cost ($3K-$6K),1070
LOG72332,SO201199635,UPS,TRACK623820,Delivered,1860.23,2022-10-23,Medium Cost ($1K-$3K),735
LOG20757,SO202564038,SF Express,TRACK793544,In Transit,3063.06,2023-10-23,High Cost ($3K-$6K),1070
LOG53731,SO201374548,TNT,TRACK971528,Delivered,4365.08,2025-05-09,High Cost ($3K-$6K),1070
LOG67654,SO202564294,FedEx,TRACK737372,Delayed,3427.89,2024-04-11,High Cost ($3K-$6K),1070
LOG92130,SO200192203,USPS,TRACK888224,Delivered,4193.53,2020-06-28,High Cost ($3K-$6K),1070
LOG65617,SO201669444,USPS,TRACK485978,In Transit,4623.34,2025-09-13,High Cost ($3K-$6K),1070
LOG27157,SO202192591,TNT,TRACK735283,In Transit,3942.16,2023-08-24,High Cost ($3K-$6K),1070
LOG43396,SO201192743,USPS,TRACK898100,In Transit,4890.6,2022-02-11,High Cost ($3K-$6K),1070
LOG41415,SO201988999,FedEx,TRACK333896,In Transit,3298.24,2024-08-01,High Cost ($3K-$6K),1070
LOG93891,SO201968140,DHL,TRACK581113,In Transit,631.23,2025-05-17,Low Cost (<$1K),152
LOG63310,SO201237618,FedEx,TRACK497107,Delayed,972.75,2024-06-07,Low Cost (<$1K),152
LOG22026,SO201041289,SF Express,TRACK887509,Delayed,3019.22,2024-12-08,High Cost ($3K-$6K),1070
LOG81293,SO202119055,SF Express,TRACK580992,Delivered,68.06,2022-07-03,Low Cost (<$1K),152
LOG99092,SO200561315,DHL,TRACK177666,Delayed,3481.24,2024-12-07,High Cost ($3K-$6K),1070
LOG38984,SO202315996,UPS,TRACK501830,In Transit,3001.14,2025-02-16,High Cost ($3K-$6K),1070
LOG55514,SO201432932,SF Express,TRACK912489,Delayed,2640.13,2025-09-04,Medium Cost ($1K-$3K),735
LOG54771,SO200835531,TNT,TRACK952243,In Transit,4096.82,2023-03-16,High Cost ($3K-$6K),1070
LOG29776,SO200991226,FedEx,TRACK186619,Delivered,4217.57,2021-03-07,High Cost ($3K-$6K),1070
LOG89759,SO200158332,USPS,TRACK157215,Delayed,437.14,2020-10-10,Low Cost (<$1K),152
LOG79724,SO200164317,SF Express,TRACK383555,Delivered,3146.12,2022-06-17,High Cost ($3K-$6K),1070
LOG91604,SO201156948,FedEx,TRACK420824,Delivered,1159.0,2023-10-08,Medium Cost ($1K-$3K),735
LOG84678,SO201119408,SF Express,TRACK428308,Delivered,2021.15,2023-06-13,Medium Cost ($1K-$3K),735
LOG49567,SO201170310,DHL,TRACK293807,In Transit,4041.27,2020-03-27,High Cost ($3K-$6K),1070
LOG64685,SO201993707,USPS,TRACK857887,Delivered,3721.0,2024-05-13,High Cost ($3K-$6K),1070
LOG50383,SO200261188,SF Express,TRACK381104,Delayed,371.49,2025-04-27,Low Cost (<$1K),152
LOG86111,SO200742751,DHL,TRACK677436,In Transit,1488.53,2024-05-04,Medium Cost ($1K-$3K),735
LOG94635,SO200156052,DHL,TRACK385056,In Transit,192.53,2021-01-18,Low Cost (<$1K),152
LOG19622,SO200335794,TNT,TRACK546790,Delivered,4003.47,2021-04-17,High Cost ($3K-$6K),1070
LOG22726,SO202188646,TNT,TRACK859526,Delivered,4100.49,2020-09-08,High Cost ($3K-$6K),1070
LOG81543,SO201682938,UPS,TRACK284653,Delivered,622.61,2021-06-18,Low Cost (<$1K),152
LOG88099,SO200179237,SF Express,TRACK252497,Delivered,3683.25,2021-10-11,High Cost ($3K-$6K),1070
LOG92093,SO201499261,TNT,TRACK230282,In Transit,2202.66,2020-09-02,Medium Cost ($1K-$3K),735
LOG79194,SO201534005,UPS,TRACK650552,Delivered,1067.67,2023-12-10,Medium Cost ($1K-$3K),735
LOG23926,SO201551115,TNT,TRACK248473,Delivered,3208.12,2023-01-25,High Cost ($3K-$6K),1070
LOG44183,SO201665990,FedEx,TRACK641674,Delivered,2539.92,2020-03-24,Medium Cost ($1K-$3K),735
LOG62934,SO201277396,DHL,TRACK634240,Delivered,519.02,2025-01-03,Low Cost (<$1K),152
LOG83162,SO201137805,SF Express,TRACK415396,Delayed,3158.11,2024-04-18,High Cost ($3K-$6K),1070
LOG59376,SO201840469,FedEx,TRACK742280,In Transit,1052.0,2023-12-26,Medium Cost ($1K-$3K),735
LOG99007,SO200095140,FedEx,TRACK668423,In Transit,3698.56,2024-12-22,High Cost ($3K-$6K),1070
LOG26197,SO200833832,TNT,TRACK920772,In Transit,3508.24,2023-12-09,High Cost ($3K-$6K),1070
LOG75592,SO201412649,FedEx,TRACK947887,Delayed,1772.73,2025-03-17,Medium Cost ($1K-$3K),735
LOG97184,SO202353260,DHL,TRACK381597,Delivered,977.82,2023-04-18,Low Cost (<$1K),152
LOG99628,SO201487557,UPS,TRACK365983,Delivered,1610.18,2021-06-15,Medium Cost ($1K-$3K),735
LOG33993,SO202060008,USPS,TRACK826078,Delivered,2068.96,2025-03-14,Medium Cost ($1K-$3K),735
LOG38834,SO201560166,UPS,TRACK643464,Delivered,63.02,2022-09-05,Low Cost (<$1K),152
LOG65189,SO201573864,UPS,TRACK704310,In Transit,4213.24,2023-02-12,High Cost ($3K-$6K),1070
LOG98141,SO202094650,SF Express,TRACK295275,Delivered,2891.79,2021-10-16,Medium Cost ($1K-$3K),735
LOG70208,SO201226223,USPS,TRACK684042,Delayed,4387.74,2021-12-28,High Cost ($3K-$6K),1070
LOG45160,SO200223877,USPS,TRACK484364,Delivered,1786.06,2020-01-01,Medium Cost ($1K-$3K),735
LOG94272,SO200739464,TNT,TRACK520194,Delivered,4997.35,2024-04-07,High Cost ($3K-$6K),1070
LOG30779,SO202015060,FedEx,TRACK864271,Delayed,3045.26,2021-07-10,High Cost ($3K-$6K),1070
LOG15371,SO202530207,TNT,TRACK316680,Delivered,2506.88,2020-08-27,Medium Cost ($1K-$3K),735
LOG98602,SO200421025,USPS,TRACK969229,Delayed,3054.41,2021-12-25,High Cost ($3K-$6K),1070
LOG10290,SO201199561,UPS,TRACK168886,Delayed,2809.29,2021-12-20,Medium Cost ($1K-$3K),735
LOG10848,SO202173445,FedEx,TRACK208475,Delayed,87.85,2020-10-23,Low Cost (<$1K),152
LOG67804,SO200395797,DHL,TRACK729529,Delayed,1611.04,2021-06-09,Medium Cost ($1K-$3K),735
LOG43149,SO201914108,USPS,TRACK200562,Delayed,780.34,2023-04-15,Low Cost (<$1K),152
LOG41687,SO202332425,TNT,TRACK410673,Delayed,4141.83,2024-02-26,High Cost ($3K-$6K),1070
LOG98957,SO200321377,DHL,TRACK632622,Delivered,1685.62,2025-01-28,Medium Cost ($1K-$3K),735
LOG15963,SO201678429,TNT,TRACK764322,Delivered,925.95,2021-04-25,Low Cost (<$1K),152
LOG42181,SO201571736,TNT,TRACK705314,Delayed,637.92,2025-05-27,Low Cost (<$1K),152
LOG59879,SO201989716,UPS,TRACK631971,Delivered,2722.95,2020-11-17,Medium Cost ($1K-$3K),735
LOG93811,SO200260989,SF Express,TRACK688280,Delayed,2245.75,2025-08-06,Medium Cost ($1K-$3K),735
LOG93842,SO202080291,USPS,TRACK327755,Delivered,2745.11,2021-09-02,Medium Cost ($1K-$3K),735
LOG80335,SO200429645,FedEx,TRACK369714,Delayed,809.46,2024-08-11,Low Cost (<$1K),152
LOG52621,SO200835798,SF Express,TRACK836248,Delayed,2093.52,2020-04-04,Medium Cost ($1K-$3K),735
LOG52249,SO202027240,DHL,TRACK465785,In Transit,1745.02,2023-12-15,Medium Cost ($1K-$3K),735
LOG46380,SO202063506,UPS,TRACK512479,In Transit,4603.0,2021-04-08,High Cost ($3K-$6K),1070
LOG94424,SO201342068,FedEx,TRACK639061,Delivered,1062.59,2023-10-24,Medium Cost ($1K-$3K),735
LOG27380,SO200972778,FedEx,TRACK854137,In Transit,4410.1,2023-04-16,High Cost ($3K-$6K),1070
LOG37008,SO200464449,TNT,TRACK367105,Delayed,4292.88,2023-04-23,High Cost ($3K-$6K),1070
LOG15051,SO200992222,FedEx,TRACK232000,In Transit,396.65,2021-01-10,Low Cost (<$1K),152
LOG54761,SO202341088,DHL,TRACK634720,Delayed,1225.88,2023-11-20,Medium Cost ($1K-$3K),735
LOG70640,SO201466037,SF Express,TRACK867085,Delivered,4730.58,2021-09-17,High Cost ($3K-$6K),1070
LOG66201,SO200168301,FedEx,TRACK311439,Delivered,1868.78,2024-06-21,Medium Cost ($1K-$3K),735
LOG57287,SO200374317,DHL,TRACK434295,In Transit,1382.75,2025-01-22,Medium Cost ($1K-$3K),735
LOG45984,SO202432888,DHL,TRACK431048,Delayed,1279.03,2024-09-03,Medium Cost ($1K-$3K),735
LOG27480,SO200885545,DHL,TRACK910673,Delivered,4022.2,2025-10-22,High Cost ($3K-$6K),1070
LOG49362,SO200897495,UPS,TRACK773156,Delayed,77.12,2021-05-25,Low Cost (<$1K),152
LOG57037,SO202357157,SF Express,TRACK487863,In Transit,459.59,2022-05-20,Low Cost (<$1K),152
LOG57898,SO200230721,SF Express,TRACK758808,In Transit,2270.78,2022-03-25,Medium Cost ($1K-$3K),735
LOG97102,SO201197041,DHL,TRACK706395,Delivered,4336.55,2023-11-18,High Cost ($3K-$6K),1070
LOG18304,SO202313163,FedEx,TRACK422139,Delivered,4614.92,2020-05-09,High Cost ($3K-$6K),1070
LOG31083,SO200233289,TNT,TRACK681253,Delivered,4450.21,2024-11-19,High Cost ($3K-$6K),1070
LOG57710,SO201276647,USPS,TRACK650912,In Transit,4492.28,2023-08-28,High Cost ($3K-$6K),1070
LOG78256,SO202424899,SF Express,TRACK513830,Delivered,832.95,2025-10-25,Low Cost (<$1K),152
LOG64235,SO201748667,USPS,TRACK952119,Delayed,3108.73,2020-01-17,High Cost ($3K-$6K),1070
LOG92655,SO201126386,TNT,TRACK922629,Delayed,2407.32,2023-02-19,Medium Cost ($1K-$3K),735
LOG40329,SO201011588,UPS,TRACK955090,Delayed,4786.99,2023-05-10,High Cost ($3K-$6K),1070
LOG47510,SO201475622,UPS,TRACK875063,Delayed,3762.76,2022-11-17,High Cost ($3K-$6K),1070
LOG77270,SO200516978,USPS,TRACK996746,In Transit,4221.68,2021-03-17,High Cost ($3K-$6K),1070
LOG42452,SO202528393,TNT,TRACK467780,In Transit,4516.65,2020-11-18,High Cost ($3K-$6K),1070
LOG46275,SO200265590,TNT,TRACK573835,In Transit,1668.89,2021-09-01,Medium Cost ($1K-$3K),735
LOG77536,SO201676384,FedEx,TRACK911246,In Transit,626.83,2023-02-06,Low Cost (<$1K),152
LOG40304,SO201681833,DHL,TRACK504755,In Transit,3697.8,2020-05-22,High Cost ($3K-$6K),1070
LOG27491,SO201881785,FedEx,TRACK270366,In Transit,1383.2,2025-03-26,Medium Cost ($1K-$3K),735
LOG23672,SO201988999,USPS,TRACK943320,Delayed,486.42,2020-10-12,Low Cost (<$1K),152
LOG76044,SO201346000,FedEx,TRACK116074,Delivered,66.64,2022-04-18,Low Cost (<$1K),152
LOG24783,SO200545725,TNT,TRACK322854,Delivered,2774.06,2021-10-14,Medium Cost ($1K-$3K),735
LOG34258,SO201617785,UPS,TRACK397343,In Transit,1749.44,2020-07-28,Medium Cost ($1K-$3K),735
LOG50640,SO202151068,SF Express,TRACK478081,Delayed,2019.62,2023-02-23,Medium Cost ($1K-$3K),735
LOG31323,SO202424899,TNT,TRACK907980,Delivered,2131.38,2022-02-14,Medium Cost ($1K-$3K),735
LOG44563,SO200489385,UPS,TRACK835694,Delivered,2616.76,2023-03-07,Medium Cost ($1K-$3K),735
LOG87962,SO202521395,SF Express,TRACK209276,Delayed,3764.42,2020-04-18,High Cost ($3K-$6K),1070
LOG52507,SO202247079,TNT,TRACK884526,In Transit,966.75,2025-04-18,Low Cost (<$1K),152
LOG57370,SO201766315,DHL,TRACK478987,Delayed,4672.51,2021-09-19,High Cost ($3K-$6K),1070
LOG65014,SO201954095,UPS,TRACK215807,Delayed,361.71,2024-07-15,Low Cost (<$1K),152
LOG49775,SO200716788,SF Express,TRACK439621,Delivered,3302.9,2021-06-14,High Cost ($3K-$6K),1070
LOG24527,SO201146755,FedEx,TRACK203479,In Transit,263.12,2023-04-14,Low Cost (<$1K),152
LOG53374,SO201197286,FedEx,TRACK639224,In Transit,4850.27,2023-06-15,High Cost ($3K-$6K),1070
LOG50044,SO200659653,TNT,TRACK877056,Delivered,218.79,2021-03-24,Low Cost (<$1K),152
LOG94531,SO201148675,DHL,TRACK926017,Delivered,2710.18,2025-12-03,Medium Cost ($1K-$3K),735
LOG41701,SO202363918,FedEx,TRACK598349,Delivered,1752.58,2025-05-23,Medium Cost ($1K-$3K),735
LOG33109,SO202258019,DHL,TRACK287798,Delivered,865.55,2022-11-22,Low Cost (<$1K),152
LOG31945,SO201084680,DHL,TRACK618401,Delivered,3643.98,2025-07-04,High Cost ($3K-$6K),1070
LOG32143,SO200912338,TNT,TRACK155093,Delivered,4996.78,2020-10-13,High Cost ($3K-$6K),1070
LOG99809,SO201193753,SF Express,TRACK570117,Delivered,1326.32,2022-12-16,Medium Cost ($1K-$3K),735
LOG95838,SO200244399,USPS,TRACK259245,In Transit,3030.71,2022-11-14,High Cost ($3K-$6K),1070
LOG31612,SO200347506,TNT,TRACK616577,Delivered,2241.03,2024-07-04,Medium Cost ($1K-$3K),735
LOG44163,SO202193110,USPS,TRACK598242,Delivered,2942.55,2024-11-11,Medium Cost ($1K-$3K),735
LOG57143,SO201098757,USPS,TRACK887783,Delivered,2750.79,2025-04-23,Medium Cost ($1K-$3K),735
LOG57839,SO201115687,DHL,TRACK175218,Delivered,3713.46,2023-08-19,High Cost ($3K-$6K),1070
LOG39918,SO201750351,SF Express,TRACK896703,Delayed,4611.16,2021-04-25,High Cost ($3K-$6K),1070
LOG34965,SO202189772,DHL,TRACK149879,Delayed,4552.65,2020-12-23,High Cost ($3K-$6K),1070
LOG40438,SO201423212,FedEx,TRACK902326,Delivered,4529.19,2022-04-24,High Cost ($3K-$6K),1070
LOG75164,SO200258360,DHL,TRACK462764,Delivered,2115.91,2022-11-03,Medium Cost ($1K-$3K),735
LOG93793,SO201679154,SF Express,TRACK886930,Delivered,2690.88,2020-05-19,Medium Cost ($1K-$3K),735
LOG23208,SO200880156,UPS,TRACK667561,Delayed,361.41,2022-01-04,Low Cost (<$1K),152
LOG59883,SO202353046,FedEx,TRACK502137,Delivered,4771.61,2025-01-23,High Cost ($3K-$6K),1070
LOG56829,SO202488856,USPS,TRACK755136,In Transit,1344.88,2025-06-18,Medium Cost ($1K-$3K),735
LOG35807,SO200215203,UPS,TRACK205535,Delivered,1346.64,2020-03-26,Medium Cost ($1K-$3K),735
LOG52607,SO200894424,USPS,TRACK653619,Delayed,430.79,2020-05-24,Low Cost (<$1K),152
LOG47448,SO200787546,SF Express,TRACK900107,In Transit,2513.51,2023-04-01,Medium Cost ($1K-$3K),735
LOG72461,SO200485228,SF Express,TRACK173367,Delayed,3015.24,2022-03-13,High Cost ($3K-$6K),1070
LOG83603,SO200679959,DHL,TRACK256177,In Transit,4180.75,2020-01-27,High Cost ($3K-$6K),1070
LOG13088,SO202374496,UPS,TRACK362182,Delivered,4512.36,2022-06-01,High Cost ($3K-$6K),1070
LOG66520,SO201452493,SF Express,TRACK574732,Delayed,4505.22,2020-05-04,High Cost ($3K-$6K),1070
LOG15780,SO201329231,UPS,TRACK550150,Delivered,2609.89,2023-05-15,Medium Cost ($1K-$3K),735
LOG46090,SO201783555,FedEx,TRACK528685,Delivered,281.14,2021-06-05,Low Cost (<$1K),152
LOG22902,SO202362776,USPS,TRACK965687,Delayed,345.31,2025-11-07,Low Cost (<$1K),152
LOG46878,SO201710612,FedEx,TRACK817873,Delivered,281.24,2022-09-16,Low Cost (<$1K),152
LOG74481,SO201678189,UPS,TRACK139141,In Transit,2185.95,2021-03-22,Medium Cost ($1K-$3K),735
LOG50268,SO202573499,FedEx,TRACK109399,Delivered,120.05,2020-05-15,Low Cost (<$1K),152
LOG31472,SO201692553,USPS,TRACK451695,In Transit,2669.19,2023-01-20,Medium Cost ($1K-$3K),735
LOG56808,SO202174143,DHL,TRACK288784,In Transit,3770.01,2024-02-03,High Cost ($3K-$6K),1070
LOG93551,SO201277894,TNT,TRACK120882,Delayed,2114.86,2023-05-12,Medium Cost ($1K-$3K),735
LOG24394,SO201748751,UPS,TRACK265388,Delayed,2717.77,2025-09-24,Medium Cost ($1K-$3K),735
LOG10280,SO202382766,SF Express,TRACK950543,Delayed,2915.78,2025-08-26,Medium Cost ($1K-$3K),735
LOG67574,SO201686427,UPS,TRACK157372,In Transit,2098.57,2020-07-05,Medium Cost ($1K-$3K),735
LOG20472,SO200330498,FedEx,TRACK555357,In Transit,3932.04,2023-01-02,High Cost ($3K-$6K),1070
LOG91330,SO202380806,UPS,TRACK103316,Delayed,2343.64,2025-06-05,Medium Cost ($1K-$3K),735
LOG51231,SO201581021,USPS,TRACK882803,In Transit,3556.0,2024-06-03,High Cost ($3K-$6K),1070
LOG19657,SO200069979,UPS,TRACK262975,In Transit,3794.67,2020-10-11,High Cost ($3K-$6K),1070
LOG22519,SO200431127,UPS,TRACK660710,Delivered,2549.95,2021-12-23,Medium Cost ($1K-$3K),735
LOG48614,SO201462803,UPS,TRACK496830,In Transit,2872.78,2022-05-26,Medium Cost ($1K-$3K),735
LOG11154,SO202341741,FedEx,TRACK265320,Delivered,3357.17,2024-05-16,High Cost ($3K-$6K),1070
LOG43040,SO201428113,SF Express,TRACK245441,Delayed,279.77,2022-11-20,Low Cost (<$1K),152
LOG65491,SO201823352,DHL,TRACK151481,Delivered,2750.34,2021-07-03,Medium Cost ($1K-$3K),735
LOG48813,SO201188581,DHL,TRACK449874,Delivered,2740.14,2021-04-13,Medium Cost ($1K-$3K),735
LOG71788,SO201056674,SF Express,TRACK563764,Delivered,1687.6,2020-09-18,Medium Cost ($1K-$3K),735
LOG39210,SO201157628,FedEx,TRACK122788,In Transit,793.28,2022-09-18,Low Cost (<$1K),152
LOG87672,SO200591294,UPS,TRACK583122,In Transit,1357.67,2022-12-25,Medium Cost ($1K-$3K),735
LOG72915,SO201174880,USPS,TRACK455274,In Transit,4073.37,2025-12-26,High Cost ($3K-$6K),1070
LOG28097,SO200174953,FedEx,TRACK950343,Delayed,2622.1,2025-12-20,Medium Cost ($1K-$3K),735
LOG69918,SO200964749,DHL,TRACK247249,Delayed,186.01,2024-11-16,Low Cost (<$1K),152
LOG28724,SO201091932,UPS,TRACK572142,Delivered,2442.78,2023-05-16,Medium Cost ($1K-$3K),735
LOG58276,SO201197286,UPS,TRACK563424,In Transit,3272.88,2023-01-01,High Cost ($3K-$6K),1070
LOG28750,SO202223446,USPS,TRACK139614,Delayed,1729.9,2023-10-27,Medium Cost ($1K-$3K),735
LOG36213,SO201924060,SF Express,TRACK677167,Delayed,4639.57,2020-10-25,High Cost ($3K-$6K),1070
LOG50294,SO200199761,UPS,TRACK939990,In Transit,1748.57,2024-02-01,Medium Cost ($1K-$3K),735
LOG16402,SO201917331,UPS,TRACK719011,Delivered,4101.56,2020-06-22,High Cost ($3K-$6K),1070
LOG62321,SO201093052,DHL,TRACK538582,Delivered,555.98,2025-01-17,Low Cost (<$1K),152
LOG25983,SO200266325,TNT,TRACK115034,In Transit,925.99,2020-09-25,Low Cost (<$1K),152
LOG13691,SO202060928,DHL,TRACK504798,Delayed,4593.13,2020-10-14,High Cost ($3K-$6K),1070
LOG40534,SO201363449,UPS,TRACK869174,Delivered,310.17,2025-05-24,Low Cost (<$1K),152
LOG81030,SO201298657,FedEx,TRACK566100,In Transit,4682.09,2024-12-09,High Cost ($3K-$6K),1070
LOG86457,SO201592159,UPS,TRACK516256,Delivered,4051.03,2023-04-28,High Cost ($3K-$6K),1070
LOG73749,SO200897843,UPS,TRACK349219,In Transit,3834.5,2024-02-17,High Cost ($3K-$6K),1070
LOG83214,SO200439152,UPS,TRACK428405,In Transit,4287.67,2025-01-20,High Cost ($3K-$6K),1070
LOG69463,SO200896592,USPS,TRACK728238,Delayed,441.19,2021-06-14,Low Cost (<$1K),152
LOG53682,SO202527119,DHL,TRACK339339,Delayed,53.79,2024-11-24,Low Cost (<$1K),152
LOG36574,SO200681213,SF Express,TRACK304237,Delayed,3181.26,2022-02-18,High Cost ($3K-$6K),1070
LOG33552,SO201140578,SF Express,TRACK868371,Delayed,2759.76,2020-06-18,Medium Cost ($1K-$3K),735
LOG17681,SO200221406,FedEx,TRACK994004,Delayed,4636.05,2020-11-20,High Cost ($3K-$6K),1070
LOG30752,SO202066638,SF Express,TRACK643982,Delivered,289.28,2023-01-16,Low Cost (<$1K),152
LOG10613,SO201010052,FedEx,TRACK998417,Delivered,3227.74,2024-04-16,High Cost ($3K-$6K),1070
LOG60766,SO200315288,TNT,TRACK878572,In Transit,2824.01,2022-09-22,Medium Cost ($1K-$3K),735
LOG90339,SO200080963,DHL,TRACK788123,Delayed,272.29,2020-02-09,Low Cost (<$1K),152
LOG79410,SO202184105,DHL,TRACK244526,In Transit,682.7,2020-04-21,Low Cost (<$1K),152
LOG55224,SO202368814,USPS,TRACK955464,Delayed,1444.99,2022-12-06,Medium Cost ($1K-$3K),735
LOG69152,SO202137883,FedEx,TRACK285964,Delayed,1391.29,2021-08-02,Medium Cost ($1K-$3K),735
LOG96216,SO200449640,TNT,TRACK347673,Delivered,3159.85,2020-09-02,High Cost ($3K-$6K),1070
LOG23517,SO201213171,FedEx,TRACK809297,Delivered,462.21,2023-06-05,Low Cost (<$1K),152
LOG65145,SO200567331,FedEx,TRACK710455,Delayed,3064.15,2020-01-02,High Cost ($3K-$6K),1070
LOG79215,SO200368586,SF Express,TRACK374528,Delivered,1380.31,2020-09-15,Medium Cost ($1K-$3K),735
